CR560Q03TT,CR560Q08TT,CR565Q02TT,CR565Q05TT,CR455Q02TT,CR544Q10TT,CR544Q13TT,CR551Q01TT,CR551Q09TT,CR551Q11TT,CR551Q05TT,CR551Q08TT
132181,22544,126792,95429,159958,173349,233198,155894,17043,239355,48914,75983
76378,60203,153969,22447,106152,59510,38595,69707,64784,29928,154561,51682
58476,60709,350061,283824,237291,29003,124754,54030,33366,311510,64050,71794
41451,27796,71779,135807,82896,117133,109341,63894,23423,238342,36092,81696
238206,21328,213113,104796,151276,171827,112155,148173,17406,208737,58115,99958
86176,69963,256753,87498,146886,82330,249248,25206,32020,229542,92429,81207
181188,56399,116634,50726,51708,73943,343171,46164,19811,84987,88931,65049
54924,40580,235992,239091,227704,45728,221440,15138,37407,90340,58183,28293
212477,20083,25749,50640,87234,153541,40023,94649,14720,37518,27279,67977
140342,152380,151285,240885,212739,51233,155191,41290,19268,98683,74829,52989
72475,34171,98532,47901,86954,67793,32102,47207,26712,93279,53674,49264
156292,23901,204242,206280,79329,147362,192005,103085,17630,156784,113291,93831
96002,90643,75589,63366,64570,61375,88583,19347,29756,198491,55697,75059
57707,52692,247204,60804,56416,37500,48904,83292,12594,277076,44189,60972
73861,31113,125228,180880,52615,54878,206835,94538,19031,154916,92194,56079
86324,71060,305468,134370,368072,50439,96785,90561,49103,72072,92556,34895
200227,50328,86082,79060,192398,180770,192883,140765,30095,106588,34378,26060
75949,31911,81975,94708,85262,272000,104186,40341,9572,26202,39403,63846
118369,35882,147711,270201,249665,129077,216327,33878,15615,134963,88396,141585
100908,97323,138707,230545,152286,128922,119141,48374,52732,64731,98855,39316
166425,64681,228398,175491,116606,98408,115543,109488,77587,90259,48764,33292
77513,82770,190951,89306,260775,73216,71078,109167,43662,63736,42836,63399
110534,84494,101701,73601,116345,99629,193914,68686,36877,28079,39025,43721
200238,47459,154148,81502,142716,51010,72672,22294,16378,38673,49024,31899
258671,46205,129946,109419,294876,34141,12072,41257,4756,28136,64108,19485
59354,104022,233442,101986,240436,90589,169427,61877,49138,115807,83071,40152
81994,81313,304831,242812,325650,207531,155110,50701,64154,205725,65760,91080
105673,55726,83431,48108,78347,12662,75558,24357,37637,86474,61661,38413
199214,85945,211038,219224,117446,168480,46899,60285,38845,27818,74001,96801
100615,143866,128171,145223,69820,48284,145702,61694,36826,47769,102039,81876
85253,75470,166469,200677,154914,49484,90100,22680,17261,26038,44545,21880
83783,83025,42891,62472,99754,72944,73831,108247,48518,133073,87717,70615
197164,25489,268864,221214,129929,25669,35147,9608,4372,34334,10358,7384
177385,71322,78027,61921,85541,65427,144549,56401,59495,152260,138627,75456
107069,45067,184622,219990,85518,32627,59136,33907,4769,66347,45129,9397
195758,111792,106360,64634,160276,130354,81624,47032,99479,89797,79623,62710
169133,42548,245841,46994,135083,163983,83941,175579,60466,47756,22176,48957
87478,53830,148945,178008,264568,88958,36582,65335,45040,120565,90220,43392
166925,50054,146770,100655,175523,214362,107610,149651,14305,122069,111686,92312
17691,39948,131872,113506,50147,17961,105942,16866,40813,137905,20358,20467
192964,29309,146922,93278,200161,176497,155108,132351,41527,118796,60626,107971
115251,43865,277551,31475,174247,213450,78066,233186,47775,53967,72674,31362
41097,37408,160979,37780,146330,53536,72099,129885,63648,173959,93779,94644
148210,44744,150793,77825,121994,84219,288192,54128,42001,43883,73789,75705
183105,25166,378803,173178,179300,14551,103741,13742,17414,19291,33911,37132
140823,82913,158768,215377,119937,214170,97023,56984,3439,56555,107398,12463
138199,193312,152080,82894,199362,33792,63243,41953,6875,114204,92509,83867
221168,87389,368142,176229,170701,117211,42350,20574,30776,117199,60046,28415
63752,57202,164440,88772,153029,188688,104370,69380,58217,248732,98237,69573
209825,94185,176410,91844,205017,207833,99499,93999,27127,46798,93948,37921
129869,19382,118656,201777,80129,123339,110236,58682,23509,153574,85929,54304
90585,43009,157222,71154,85521,52024,101090,62214,15906,38844,31901,69489
68415,52306,441733,148499,208331,79113,112765,65199,21399,66768,106379,59596
100958,41937,181753,108760,68487,125247,83439,112644,22790,129925,15647,95039
120554,41079,111136,74365,68453,123842,113288,86251,46433,160922,179808,106058
115325,50987,103210,63291,122526,94131,22665,191677,24269,397011,95326,256913
111806,96309,97461,56912,35445,143787,203634,100920,70002,104489,99736,79964
171633,126358,423860,142436,192733,54628,22293,82139,81028,77890,39706,48044
84407,30772,269190,113474,174366,41491,65238,66293,29113,62759,49579,90208
248445,30783,238495,103592,118526,74880,15617,51928,11169,122720,79687,74273
142678,47239,139436,182096,137737,84233,57258,64110,11982,122753,47149,54498
73651,29549,280346,197809,162734,119646,242422,58377,9081,478774,134647,99028
100551,42723,314342,70172,76393,34447,53477,95747,11859,81813,43576,83298
232727,99264,439274,124563,86615,14977,12433,16532,27828,17081,20552,12318
32910,53068,204346,124920,76232,111013,92389,25171,28809,63480,80816,27408
177301,108356,254879,138179,133275,134202,144826,39140,13339,139122,86189,24009
115269,67726,188901,118414,177393,170554,99831,165810,10009,234787,60800,96026
152145,27558,185648,102102,162940,162093,186166,126447,11657,227191,71545,61089
174058,75815,85043,113963,168579,163864,131260,106923,36568,70554,45716,34428
214800,50120,111236,66826,79433,214633,37193,324966,55442,70870,29942,53675
60209,50505,123633,101361,83963,168159,163397,68376,10564,108510,78365,87287
62168,68956,203859,166197,125527,126983,163037,61802,42196,124730,78471,13488
138140,27621,82827,47118,154830,158874,165750,250974,11321,122227,24990,26465
84011,64669,194568,120204,64293,101295,65495,20577,43922,162363,123454,41137
55329,19946,185788,82382,132120,95488,99020,187187,21635,131010,158802,29063
187948,44567,265798,101977,150878,60432,46187,18775,37824,47508,88435,44253
116401,119248,220745,242205,113726,35304,30794,111919,36420,72488,76611,28304
145570,39036,213722,69223,60294,89980,137473,82383,15621,77366,68805,78277
57330,70079,142638,218547,90067,88460,24734,58212,10510,223782,65024,88594
170875,50660,76242,86999,121446,112869,206058,45089,65176,93997,62135,123016
88351,58333,42858,58293,91907,160229,293091,31901,61625,216986,97342,91032
61280,90747,36234,10952,45762,106099,29069,50408,44717,46867,120641,50730
135387,113266,128469,76977,126036,117824,130180,95570,39212,107359,134390,140284
81687,76188,154797,193366,101171,125731,83135,60499,38480,193802,82890,42140
280137,25835,219000,144267,81251,164191,30038,184112,30088,307230,27866,106828
98057,16220,130473,55143,142510,141374,114816,95064,22594,95238,71639,111025
220188,22153,123431,197437,223469,84255,80768,136563,42082,212009,82241,85333
138823,26770,152567,168620,199745,133708,61225,91189,58059,56782,84013,69958
125615,44425,319060,82372,242502,209352,199395,43929,19078,71458,92912,69348
160836,38358,93828,80948,61418,35674,67972,46821,42389,155545,29122,36915
122620,85031,288256,106906,191134,210325,204333,162807,11949,82249,67721,47153
126447,75817,179515,125954,136332,142658,17922,40578,78658,142044,32492,50807
140104,36168,203716,84778,146637,81059,80035,49033,39719,80738,49084,34109
96837,54738,164956,97264,120796,113308,98746,69579,48314,88238,36058,39865
112448,70429,155308,91812,143058,150635,48415,154095,23074,245890,60360,95422
78199,46419,159476,244819,75039,132494,121803,112894,11107,234523,25235,61255
216166,67453,167353,149786,217918,269060,37741,137450,19468,110055,35200,92858
155500,58560,155342,76612,173408,166700,72122,52825,41049,218039,178589,195442
175696,28905,67735,21049,116839,201057,77268,221784,11381,60689,73505,128264
143197,53056,142916,63996,62259,119514,212014,119742,19929,112485,89520,103881
76260,70383,127299,101257,113874,168222,95833,29401,9561,250756,140577,78754
89566,33950,159261,115580,148307,55940,75075,69097,18148,229065,18151,73388
37947,57107,95358,88469,98333,58557,139541,28727,22058,85335,302102,58009
50818,40264,166691,62669,87963,67074,71524,67381,29380,259746,125300,49583
151005,36435,167130,76235,129014,45958,25550,59708,38748,78333,90309,17677
291741,38673,289989,91876,226453,36998,34902,43996,42963,80442,42618,9672
132453,50976,187526,90718,163362,53457,218540,104859,29830,85861,67235,31198
18369,30088,366539,49073,172708,59457,51032,216035,36442,90854,278019,11288
63208,58150,207541,147711,123128,151687,184392,74583,50978,176348,150836,88036
126444,84781,119923,87202,157065,104469,156061,110994,147281,155671,201713,54784
97482,64777,182429,105219,150151,107778,72521,127786,51455,109563,71303,94839
63895,49809,160824,148218,200870,100332,82218,127108,44002,173987,89452,70996
70475,64895,81338,93749,95317,97510,92405,185595,41037,199745,65421,118611
291660,106795,57843,11381,29799,84225,221576,122446,37407,118204,132366,64767
52090,30706,93908,59764,97995,113740,139105,100066,26329,201020,111522,60771
245420,22049,172377,115688,333666,35033,72051,24007,14667,71362,91350,8250
107887,49669,189904,91760,131173,78232,93346,118608,71906,283370,30815,66842
176081,23611,154440,100840,134169,201839,338178,131743,14321,140206,93610,78468
159554,45562,183866,81671,155149,84486,249443,95523,59504,173695,162645,71973
122742,30590,130574,217521,135196,132291,48137,88646,32695,132927,49979,72996
125262,63048,124793,142689,185082,233073,158100,141245,8509,76818,46283,3780
124166,34911,107871,56741,113364,122887,71515,21880,22702,133272,47980,78644
140891,43346,181346,69107,43128,107216,86261,60953,40174,125352,64302,51044
133754,111074,320875,118863,197592,98505,122581,49671,23249,68998,38572,31286
145613,127131,206880,196765,131774,74912,141523,75438,40934,92523,75339,39790
86334,46639,110906,105571,100195,188080,92399,77056,33054,93784,86023,93486
51111,69434,314292,195276,118222,151813,174422,116051,18978,68588,145949,91744
154951,100676,159370,222560,165953,217136,120857,32107,39558,41726,123270,42798
73799,74073,97023,79563,59208,45504,155839,149864,26004,106335,77506,36053
176040,32515,130494,139409,121066,170243,15921,84606,36182,141538,89385,35178
239387,73773,248706,84645,194790,55520,16034,97247,22493,63949,62308,60483
160469,44871,155316,117789,105535,181853,50880,131599,15713,122474,78729,124651
109525,54448,157901,213289,113002,152806,20978,215192,18078,79846,60497,41873
78163,40671,113995,82497,81853,147322,68478,118218,11039,110725,55112,66159
239105,81156,219966,87716,124131,231086,51251,36132,14666,18240,20593,28739
158335,48655,105826,131669,101060,159114,268031,122090,14037,176666,57155,71228
122547,54791,45579,40399,89967,87940,32175,98244,54917,54968,36486,13135
57053,53940,191108,152538,123069,121537,125618,78329,45270,102568,56427,26077
85419,61991,202001,61791,118803,111199,222927,121133,16689,264982,64202,69922
29080,31635,33374,51420,48750,64292,11194,48770,14810,25680,116010,62227
115270,25769,128716,148443,100520,159135,113042,27710,18396,211844,127514,119123
127738,32935,116997,68294,113853,141849,133479,181208,12654,212746,104175,71232
87440,57408,164665,92079,127346,55725,95592,110498,19950,149373,86427,110573
83854,57172,78599,64795,90906,164536,191775,97135,14080,262313,46823,74583
67311,41226,83219,46134,122870,56939,156641,50543,10222,205583,68106,83720
149848,31241,274317,95474,120848,178439,136217,97312,11651,338405,146730,60144
70803,39283,209842,68540,131334,97029,205243,21065,22597,239784,205891,59635
190397,48076,143444,163633,113089,189624,115376,203221,40357,74380,42595,61497
163088,26755,94608,72788,209837,137470,118587,220768,41866,111451,81544,30154
172285,24307,234291,45474,153805,6516,59420,159983,3783,144497,54900,8444
67781,57364,69461,37152,102988,112017,158858,67402,57549,179973,36485,51162
189206,43222,157050,94015,90020,228147,46442,130925,49869,67285,60389,77015
203225,62004,166496,105904,121597,135965,17402,177578,34420,128309,63217,130156
98727,57790,178443,180739,192498,93583,47948,159061,22062,363018,73811,60527
297529,48332,66195,31495,43632,269326,80013,139647,11409,86842,68953,38125
73556,55084,166987,197080,189516,67502,166445,46399,57346,499076,112596,49101
166465,67904,71515,28829,117321,97306,89252,139513,103055,74235,78829,45540
266062,77024,108149,107941,161045,179537,148529,169019,15588,180704,107476,83049
100338,87544,154350,112824,209595,253364,32333,87749,52205,67013,56876,27285
100315,86508,125886,94138,113560,252989,95899,167255,23768,114265,80506,62481
142273,19699,100976,63505,84299,178527,55330,129570,30283,90736,66314,75082
62149,52545,182746,208985,75891,109008,140217,64834,46458,94618,75950,54755
155097,45433,174146,104716,86554,176549,95391,106210,18067,162866,109827,58185
105260,95150,175015,111915,117026,84644,134578,63490,27481,153999,269964,113507
114945,42731,68373,73247,107269,33660,52187,101707,64950,157363,61325,83465
111087,64582,140893,157551,213232,62758,215852,58808,11297,49777,196701,34125
139693,22246,103421,154379,196569,159323,40799,116899,9879,85664,58928,67242
126401,54025,238401,124065,178437,103587,54665,51317,24477,70671,100037,38054
192449,20557,58932,73029,81903,302337,63855,213909,10402,67388,32991,82305
171309,18118,80050,108525,92804,141917,46368,185186,86444,85163,27933,26791
149785,91354,336674,91319,126138,82209,76434,33312,64772,50542,40425,32238
48985,60667,108062,83363,80484,31579,70536,105533,19224,17020,96045,12922
71378,68980,109677,141714,62090,39228,47779,80743,45934,98227,45872,118625
72634,41134,127082,106538,66740,165778,161819,143212,105404,442381,85126,61573
69835,31570,131177,76790,37288,164373,19139,52727,54555,21460,58090,26962
43418,35403,75691,71279,46981,70476,46272,30538,31388,67928,46251,46429
146347,60011,110515,153922,140317,93140,110252,81645,35582,137139,72793,33472
213653,72273,158877,181642,212570,165181,48560,138939,57677,59134,71670,44582
120933,68447,133704,42817,116715,49829,109783,137034,70568,52621,38073,166867
166755,24299,178429,101222,103049,56620,27806,30274,18497,85087,91637,72969
257759,23250,94617,66731,31621,291195,212438,115780,11076,95585,126053,131437
88044,25526,188676,96320,223271,228469,103589,150352,50606,89289,64041,21728
124701,52372,118285,128218,92156,105040,112485,36232,33003,159098,70759,29415
47999,44386,62754,15002,52401,12401,37948,47590,2680,67679,24384,103207
110156,26010,131439,104613,78081,140159,143022,116082,64038,292073,67199,76644
97058,30299,75607,34183,100586,16590,41882,21306,26292,98748,66018,16306
152178,73215,235185,210016,133311,67693,77806,84854,67428,116300,81788,30266
137300,81296,88063,36601,132208,129827,66027,73915,27087,52369,69128,10790
141241,65762,190314,175688,167978,58926,111202,54527,37253,13511,41475,30554
151884,61214,124545,83168,87968,128790,107632,121625,27029,91278,91446,72831
69242,33501,136534,69379,32117,54838,41400,42696,26284,76468,58802,110743
34083,81400,175733,132845,148109,28000,41167,40797,8956,30755,87777,23077
52545,40452,85876,89852,112651,216763,121917,77349,28545,174109,96662,36586
151601,87255,117605,178004,74053,64893,58067,60454,52720,78240,69246,24169
108127,43304,145917,49979,95265,167289,113389,94164,27760,122532,61613,75477
261861,29065,74861,69656,73607,196714,148273,194076,33025,35487,88628,74769
148371,60973,108549,79120,93056,68325,181504,27348,33788,149689,75622,37850
21519,18736,86688,43625,80893,22481,19740,32403,57386,44678,47080,16939
242447,33857,88579,49235,83208,96601,43902,171878,38388,67035,34686,142742
174884,22830,267382,213808,116397,201730,166638,144253,36541,47010,63360,92265
173546,40824,222938,114676,106857,154637,179201,127998,14554,73735,61659,73955
94512,30721,121933,40267,43789,65334,67113,54718,30116,91421,69258,20258
109799,22148,120479,62331,143894,144907,37694,86645,20941,40048,36993,57335
79881,20160,150051,77476,127796,63702,59000,208086,18752,136001,50545,18403
123556,67973,149356,72283,114486,251482,42370,46650,40220,102140,62491,36843
103370,23879,119907,62736,87218,162946,96824,136895,12266,89134,65969,65655
179949,40385,111539,195985,132113,56461,35416,69075,19874,36289,75060,22540
115283,49313,174484,197664,70507,153629,59482,38636,29487,119268,68434,44094
147946,39477,122301,115450,69069,92677,67866,112541,24209,133136,90855,78239
190854,32105,177960,123533,126504,79670,9954,84477,33160,75311,50277,62410
20926,23188,141506,65044,44002,26519,54840,60706,40376,156694,76479,79149
143594,57627,165568,73740,105244,143977,145974,147261,37716,34417,29359,20917
132985,35527,193269,67243,81590,85380,41739,90628,49698,71301,35577,11416
119538,104078,87789,164191,175546,186817,80131,101527,13769,111578,43633,108102
93999,37393,95741,57227,123149,152197,82476,54181,33212,45338,63315,51516
54317,81763,105258,54671,190425,144518,99675,89818,30729,219800,49504,58794
146309,65899,158092,136151,170289,20100,69426,29156,48102,65926,66089,22878
102770,33209,95437,158346,161811,132121,37579,22109,40351,63038,51731,38300
153615,19460,89177,49010,73796,170112,63306,132951,15558,136532,78211,75949
117415,35994,263503,111321,124841,101033,66363,50874,46059,107552,47719,33945
37613,65329,144591,39951,126457,196464,164461,192406,37793,61541,30458,26098
141944,63719,148824,30817,115414,118363,72735,45683,65846,135179,90152,89384
24495,60626,49703,58322,33011,26822,32441,76011,23983,36230,54208,15144
178392,21150,165268,90118,87015,152436,71517,111565,31055,43402,124960,81394
31469,38720,115749,88450,82338,16274,25848,21805,49461,49420,56928,26823
161040,25304,117187,122228,42473,47140,74378,27117,45541,152412,105599,34297
142062,24701,123137,114587,124919,44386,31644,154401,17900,42197,56584,36169
168473,25121,209307,76931,141453,158307,157231,165538,17900,58103,54060,111106
142117,48963,142056,70275,90433,108519,162687,44981,35912,127893,90638,53108
172404,51109,198872,78720,118969,55401,98686,29813,62666,47751,57664,32179
157236,78577,117014,117469,170709,171518,83639,135623,55806,96872,55031,55610
76106,65223,115787,47651,75814,78421,46296,44915,75017,127415,97968,76546
192715,45226,97002,85271,106946,78280,73478,112417,34806,31762,55779,66916
173988,60046,70957,55637,114177,223954,50530,83296,4339,50212,51468,9508
64461,95748,186576,75444,149554,105754,70642,62315,29950,49123,71121,65037
81696,156264,119991,143571,101082,47352,208515,21805,26234,96730,57329,49210
170357,94220,145996,96621,119881,134159,39921,50673,26410,240981,124564,91753
41542,50753,70471,99387,66191,11950,70030,162184,83907,71544,30988,47388
190350,44864,117495,111524,124748,44027,58911,69132,40392,94174,75026,28846
140853,34590,132917,119614,131436,69108,59340,55274,10975,103148,34918,75650
102093,68221,127123,84946,142928,175362,52542,186364,31768,64076,85857,159822
35696,122727,77804,94868,69439,16813,78865,67635,53571,43350,58273,34461
186469,48513,185523,155654,115047,161041,119111,56044,48861,88095,77345,16361
243896,42875,210949,60182,129028,116028,109779,55564,12431,43718,46395,29050
181537,62578,249219,145223,197295,139071,27904,45189,20594,112167,95824,82868
264952,86269,354143,88521,70002,49065,51099,90563,3296,57684,29869,16968
170526,57210,345248,111694,67738,101267,90979,45455,36906,42169,60795,41183
181281,61852,105328,75235,136803,140178,53031,64243,43259,57547,91533,34022
43015,29787,229776,152919,161111,37348,31771,65033,34283,49209,39639,24294
37216,20842,67536,47128,70565,49611,208739,88928,22444,118273,167700,32204
25774,104995,270803,191417,161571,123105,36676,139546,15425,30538,35883,78153
160421,27847,247847,495238,234308,33549,16038,15002,21715,19917,17485,18900
154058,82386,408949,203533,206702,59324,94244,23270,36445,88423,47850,36304
153206,52273,74156,51495,91847,155345,60712,139559,6913,46024,88219,29945
102238,40835,147892,120251,86447,88698,98181,67777,71181,97840,73132,34000
54560,52071,114783,125114,156054,78641,154286,67560,47750,109006,69985,45439
245972,141866,112141,37684,69308,166390,25194,192040,33255,8584,33831,128613
76141,30787,68597,49092,49844,107772,98824,80889,43711,59786,43448,52918
43411,8572,79957,25998,36525,19576,63533,75976,12260,28935,94739,9355
54360,45008,105116,43357,132176,123599,76116,66446,43024,133319,40837,60987
150545,131896,82539,55688,38790,211263,70665,161090,73028,123651,31679,71647
90822,108429,111361,55910,47627,110223,105324,80805,15647,120063,88836,100775
134755,77477,122659,63333,190379,68492,39822,82865,35719,62389,82962,11700
39906,46733,84940,31396,104460,276954,101596,127090,18117,108375,76425,115420
71244,52976,94416,79608,75491,145970,162988,50858,30940,123739,105421,81802
48986,20063,51668,39549,43132,98475,108589,107082,13002,87750,75235,73625
42645,36174,95347,49942,48530,44584,32756,49115,43198,126885,65671,42351
65028,50030,94626,22446,59299,55532,42829,71280,29139,20488,36274,46912
122644,61458,92439,82183,70070,62142,96063,68467,73973,85009,44845,126728
37191,61579,60727,54322,97068,65177,172736,75869,54042,127935,61338,71526
92641,27083,61273,65426,76363,42810,77754,89648,51702,111822,35104,16308
156578,20454,42109,75237,125117,103074,13340,86941,14766,56316,60740,6588
24180,49025,103771,74853,60370,143323,106595,162521,66254,153659,66563,105527
2518,3191,57599,61713,106679,2000,6283,2421,2783,36996,16183,4373
82285,70620,69478,83538,81944,177131,137323,70395,42296,55452,83405,69219
89858,81182,91553,69907,142637,179285,168712,108386,44488,68259,78827,45044
96924,35478,116385,60674,67358,17146,63410,49504,11926,46717,34834,17000
218178,35320,65053,60313,52848,224032,43966,253848,9930,21314,27246,7275
89936,44200,113627,102515,172231,178447,171367,76869,42473,148149,66209,70539
65198,50861,72684,48254,86308,94005,48131,90247,34045,89888,46627,95195
151927,91649,175300,58045,47797,200491,103550,212476,89952,129485,58099,56926
60919,95478,81122,89178,34839,55348,109185,57864,14998,151049,56275,124889
164801,28634,98621,58231,110400,147247,59858,107015,12370,47916,58261,85362
196418,100015,86848,72334,81283,122489,58112,74313,70931,18792,63262,75024
128525,40652,104365,126967,99522,33326,194253,39218,21185,148895,106527,9710
176906,43672,72259,34046,80097,33966,99481,81668,28885,34484,77357,55530
53609,43920,103091,119976,146066,158486,220596,49089,23498,165125,114300,59166
72775,45808,71266,192165,96522,107635,115482,64745,35321,263834,76812,37509
51879,74317,69566,62208,125647,111806,69046,52080,57991,139202,121185,32919
132182,100530,71607,81103,92831,53739,86514,91553,68651,134204,53540,82609
198825,103859,69961,41815,157252,157584,88419,85065,34357,59728,116941,78870
85285,52166,154335,61201,52028,63497,76176,74234,12452,103822,66027,53928
149710,32087,83154,72407,133668,170168,126999,125119,22544,176487,87611,63465
21507,43080,61563,90964,74870,60570,116176,109110,82166,41181,58253,34020
209801,66109,111039,76643,105065,21025,25231,101137,71208,72328,87471,102555
151362,52523,79266,133608,56269,225989,58151,179995,36714,63644,107684,53065
101137,24469,46490,68687,46867,45050,98022,18061,39230,66791,38804,75459
164825,85790,88367,52906,133366,108631,107344,123398,49503,202514,184329,42540
236446,39732,72552,67934,129273,201920,62548,165280,43545,43113,46352,83829
129332,137319,194444,84506,66599,51937,90213,109570,66650,281788,134016,181756
139178,28294,83783,60224,84499,143917,89822,126291,10665,117296,52154,160865
80917,67569,188809,75935,103567,59179,96851,129785,38446,34149,48821,46336
111608,45159,119387,93080,116577,85564,199904,103468,35946,69038,60070,36151
88023,64563,88724,75291,70313,168022,21064,80320,53581,78004,52459,148688
61394,80388,71092,86255,124115,231160,69049,159553,14424,114032,47526,111346
147173,126700,49103,121435,107306,262826,61665,94187,69110,102111,25003,104131
101466,46284,73961,68744,59978,155076,53147,98601,38511,81650,38235,58612
17296,69163,53622,30184,33480,6725,32575,64091,2791,27492,27857,2875
79243,62941,76067,78455,79156,74571,132117,63657,19902,144952,62807,117558
76445,96045,99956,160157,47779,123822,133316,45904,40966,67527,70770,54361
88364,92380,142430,115253,137158,54889,83084,65609,65677,179819,74797,70493
97970,74833,122724,44049,36444,51474,98986,80980,43274,30096,48846,23788
37850,66627,59819,42158,46166,19458,48431,44315,4365,23994,41555,11740
154883,97043,122400,75251,91850,187635,60997,44550,62524,79265,80435,59890
49295,24149,87377,84895,83222,68208,78499,58341,49040,88655,122279,34441
106496,83761,88171,80147,39841,184536,61165,58369,48905,29920,88261,92778
175148,60954,90606,74494,92401,245693,83633,347398,35551,99271,52981,79021
28903,25896,75852,99588,77529,26313,90967,38816,20988,107262,89360,82663
107790,42466,127841,198810,25118,151006,144595,80897,32196,184504,42275,63662
62512,22467,57084,48031,35032,93142,15432,52745,32251,32283,36852,39228
63853,89060,60441,40525,45646,69920,48832,59470,41452,80909,86348,19213
110235,38663,144065,177364,122653,108513,121744,128238,65781,159509,73159,42164
120438,18465,106015,42503,138729,144113,99763,97057,32960,104634,50699,45028
115623,39149,78451,93621,113829,148477,97867,88087,34441,86274,93122,50058
96968,68378,69849,193082,77987,173029,214623,92843,30456,208683,176515,33458
196228,44218,46678,94156,126469,232277,69819,112419,17134,57001,53528,70421
97261,47342,96822,39361,127068,149241,80694,243903,36549,49492,83238,50790
108974,27648,133724,193370,118552,115497,119463,101237,14250,177729,34878,91869
126618,31370,135722,54594,105439,126196,76325,104450,47114,32641,19113,31207
165686,51176,105915,54954,97745,126836,89133,32147,35585,178833,90621,70041
50479,22659,103167,46171,52172,13837,19741,52867,29869,33512,55764,15372
142126,36321,195812,224629,177082,121405,267234,103932,21679,79901,45038,101313
131348,21651,165817,373255,204591,154003,132714,158567,9640,185810,144644,100133
148935,45529,234980,199446,71245,71998,125973,55194,22710,223094,74153,95396
157750,22066,149816,160063,85207,133792,45683,111912,47590,59737,49466,87964
22156,26976,127512,88600,91945,36018,57539,145242,11672,115624,48141,53707
92348,27325,177435,80934,172249,104886,91554,120422,27249,314748,41186,48437
42583,54488,102116,41074,61781,55049,11357,32991,31520,89716,28884,42294
110926,13749,96803,114082,142802,84857,168001,23838,27608,117363,109124,40190
135216,28574,99496,81694,95894,141403,103361,185348,20492,212035,44598,80411
130325,96293,78800,138946,100183,40522,94110,89211,45231,187590,45842,45869
88563,27866,86639,43137,120831,119860,190143,116276,14495,236955,107681,104537
37212,33170,145789,81129,33469,42430,59660,34475,77207,230280,155266,44390
104125,28490,160989,125769,123155,114648,226084,198636,5880,87818,37711,36225
61087,14947,204002,69148,61490,77198,203575,57890,27212,456821,103557,70419
134769,44028,208879,166875,112723,165670,190744,105484,24299,75366,42266,46264
54997,54704,112108,82409,202187,39564,66100,26477,44717,325793,39821,104967
104247,32917,131869,78058,108965,162607,243797,40032,11842,163154,225252,84181
184381,34753,133637,158629,150328,198916,141550,333849,8830,132592,111485,14848
30183,33708,57501,31951,37753,87637,48303,43032,31930,92791,40126,39177
72090,48429,233879,78112,200820,29951,8484,8533,16708,31831,36794,15175
89801,23656,77142,33511,67365,116859,75175,92849,22973,42445,18133,35799
62165,73641,114596,95193,97202,50155,74801,138439,21867,167450,115272,112306
224742,26153,55463,16891,143607,199311,58351,122100,28786,39242,24043,99106
47839,114038,102305,93943,90034,60415,221784,110599,67018,228675,126013,39733
103567,49567,71030,136278,142894,108012,232753,35208,96077,198060,53383,64227
310726,55398,84055,47232,60043,265608,117099,157328,52166,45840,81198,100787
84005,212562,141221,120943,119649,46709,138811,51276,68259,195266,53003,44528
39038,36344,146257,85657,84225,44401,88222,113265,49470,372354,78284,59077
84231,189855,111327,104695,99339,93187,85480,61658,42252,52317,165520,68020
161023,12542,93728,90391,103340,139938,65766,108209,14630,24685,50362,71196
71772,59439,70258,80711,56510,138372,76218,137161,51769,43474,29082,27345
87364,55818,159077,129721,126176,73492,133007,65897,18848,194891,49458,97822
91963,60592,79350,80972,88351,91578,148103,44675,81979,188103,84315,52784
87146,331551,265908,182639,184580,29038,175441,26513,56438,78829,54746,50215
85746,60623,86357,90168,205081,72853,202085,145706,23345,93806,71832,85797
54164,41745,116091,131319,149294,65359,122471,170551,34813,149784,63483,39291
41512,44273,94370,83976,79043,40859,79934,25408,27500,15305,28799,49262
137838,77499,105552,83626,64729,184931,182519,122552,70906,204671,79780,41151
89424,49187,93029,139532,40280,127517,161796,50357,45749,67383,97469,61664
76199,95489,131754,173535,170326,159609,244330,176695,42589,13613,53042,64157
64302,57119,140347,137996,107578,66006,42625,81559,28839,40819,36239,41898
39427,18613,70991,73930,82828,114587,93135,99720,8030,156807,118910,61172
199346,30547,166869,120424,81110,51812,29570,101961,61797,99484,81182,68159
126673,133216,95316,123267,94650,104164,208062,117640,17615,136904,71657,52403
127821,47654,156460,170437,174577,141757,151401,102668,12627,130558,65343,69760
23567,30705,126766,149401,180700,91494,122365,81077,38889,201300,76596,41331
174401,44804,113593,32491,124578,186002,127745,113947,44410,80487,40900,64630
177651,105000,271062,108989,106409,122818,43644,143567,38545,46362,61436,41407
199821,60427,171803,143473,179892,106298,98987,53789,8849,103135,88786,119028
58941,78308,131165,214711,149186,87794,94917,38281,41347,32128,66517,39786
115996,31708,65967,35586,120747,210567,278988,119724,13431,44951,46331,75674
124520,19060,47842,59667,83649,160395,70336,86213,12343,52872,41583,71227
154797,42551,290295,130064,119769,174027,233555,90272,13906,247517,26041,39890
98289,61441,135115,53912,105560,98590,107721,55876,45724,79260,93756,58705
